house_id,neighborhood,price,square_feet,num_bedrooms,num_bathrooms,house_age,garage_spaces,lot_size_acres,has_pool,recently_renovated,energy_rating,location_score,school_rating,crime_rate,distance_downtown_miles,sale_date,days_on_market,buyer_id,buyer_budget,buyer_age_group,buyer_family_size,buyer_income_level,has_children,employment_type,buyer_preference,first_time_buyer
H03185,Suburban Park,462118,2199,3,3,17,1,0.87,FALSE,FALSE,F,8,9,3,10,11/22/22,22,B03185,542167,45-54,2,medium,FALSE,Dual income,Affordability,TRUE
H05423,Green Valley,741430,3646,6,5,8,3,0.19,TRUE,FALSE,D,8,9,2,12,11/22/22,45,B05423,789204,25-34,3,high,TRUE,Full-time employed,Location & Schools,FALSE
H05566,Downtown,239394,800,1,1,0,0,0.18,TRUE,FALSE,F,9,7,6,0,11/22/22,17,B05566,270403,55-64,1,low,FALSE,Dual income,Modern & Updated,TRUE
H05772,Lakeside,343537,1106,1,1,1,1,0.13,FALSE,FALSE,F,9,8,3,7,11/22/22,9,B05772,395802,35-44,1,medium,FALSE,Full-time employed,Affordability,FALSE
H03544,Oakwood,347161,1864,4,3,36,1,0.13,TRUE,FALSE,B,7,7,5,4,11/22/22,1,B03544,368012,45-54,1,medium,FALSE,Full-time employed,Low Maintenance,FALSE
H02409,Green Valley,553406,2245,3,3,0,1,0.19,FALSE,FALSE,F,8,9,2,12,11/22/22,24,B02409,622755,35-44,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H00008,Old Town,170965,1482,2,2,60,1,0.1,FALSE,FALSE,A,5,5,7,6,11/22/22,9,B00008,196382,55-64,1,low,FALSE,Full-time employed,Modern & Updated,FALSE
H03210,Suburban Park,328086,1422,3,3,0,1,0.2,FALSE,FALSE,F,8,9,3,10,11/23/22,124,B03210,365251,45-54,2,medium,FALSE,Self-employed,Investment,FALSE
H02262,Suburban Park,484101,2535,4,4,23,1,0.56,TRUE,FALSE,D,8,9,3,10,11/23/22,20,B02262,539942,45-54,2,medium,FALSE,Dual income,Modern & Updated,FALSE
H00261,Suburban Park,451911,2171,5,5,9,2,0.28,FALSE,FALSE,D,8,9,3,10,11/23/22,75,B00261,515956,45-54,1,medium,FALSE,Full-time employed,Low Maintenance,FALSE
H01738,Hillcrest,1196237,4500,6,5,17,3,0.11,TRUE,FALSE,E,9,9,2,5,11/23/22,91,B01738,1385533,45-54,4,high,FALSE,Full-time employed,Location & Schools,FALSE
H06371,Lakeside,578942,2323,4,4,1,1,0.16,TRUE,FALSE,F,9,8,3,7,11/23/22,29,B06371,615017,65+,1,medium,FALSE,Retired,Space & Bedrooms,FALSE
H03735,Hillcrest,643548,2329,3,3,1,2,0.16,TRUE,FALSE,F,9,9,2,5,11/23/22,25,B03735,680014,45-54,2,high,FALSE,Self-employed,Modern & Updated,FALSE
H07561,Lakeside,506527,1766,2,3,0,0,0.23,TRUE,FALSE,F,9,8,3,7,11/23/22,26,B07561,596895,35-44,1,medium,FALSE,Dual income,Modern & Updated,FALSE
H05724,Riverside,569878,2792,5,5,18,2,0.19,FALSE,FALSE,D,8,8,4,3,11/24/22,1,B05724,622197,55-64,2,medium,FALSE,Self-employed,Modern & Updated,FALSE
H02045,Old Town,120000,1253,2,2,36,0,0.08,FALSE,FALSE,C,5,5,7,6,11/24/22,79,B02045,131714,35-44,1,low,FALSE,Full-time employed,Investment,FALSE
H04337,Suburban Park,479497,1929,3,3,8,2,0.26,TRUE,FALSE,F,8,9,3,10,11/24/22,6,B04337,564195,35-44,2,medium,FALSE,Dual income,Modern & Updated,TRUE
H03034,Riverside,438486,2176,4,4,25,1,0.08,FALSE,FALSE,D,8,8,4,3,11/24/22,62,B03034,514167,45-54,2,medium,FALSE,Full-time employed,Affordability,FALSE
H06749,Green Valley,509500,2602,5,5,0,2,0.79,FALSE,FALSE,F,8,9,2,12,11/24/22,59,B06749,568872,45-54,3,medium,TRUE,Full-time employed,Affordability,FALSE
H02836,Green Valley,657663,3298,5,5,6,3,0.26,FALSE,FALSE,D,8,9,2,12,11/25/22,9,B02836,715547,25-34,2,high,FALSE,Full-time employed,Location & Schools,FALSE
H03139,Suburban Park,191153,800,1,1,4,2,0.37,FALSE,FALSE,F,8,9,3,10,11/25/22,35,B03139,217211,35-44,1,low,FALSE,Self-employed,Location & Schools,FALSE
H05436,Lakeside,1024098,4500,6,5,2,2,0.09,FALSE,FALSE,E,9,8,3,7,11/25/22,12,B05436,1140087,35-44,4,high,TRUE,Dual income,Space & Bedrooms,FALSE
H07557,Hillcrest,739293,2754,4,4,8,2,0.13,TRUE,FALSE,F,9,9,2,5,11/25/22,11,B07557,823916,35-44,2,high,FALSE,Full-time employed,Location & Schools,FALSE
H05440,Old Town,238304,1400,3,3,0,2,0.29,FALSE,FALSE,F,5,5,7,6,11/26/22,37,B05440,272260,25-34,1,low,FALSE,Self-employed,Space & Bedrooms,TRUE
H06692,Hillcrest,286521,800,2,2,36,2,0.27,TRUE,TRUE,F,9,9,2,5,11/26/22,4,B06692,332532,35-44,1,medium,FALSE,Dual income,Affordability,FALSE
H02173,Riverside,610899,2780,4,4,2,1,0.11,FALSE,FALSE,E,8,8,4,3,11/26/22,25,B02173,644103,25-34,2,high,FALSE,Full-time employed,Space & Bedrooms,FALSE
H04924,Old Town,120000,800,2,2,21,2,0.25,FALSE,FALSE,D,5,5,7,6,11/26/22,49,B04924,136144,65+,1,low,FALSE,Retired,Location & Schools,FALSE
H02381,University District,195658,800,1,1,25,2,0.16,FALSE,TRUE,F,7,6,5,2,11/26/22,2,B02381,211423,25-34,1,low,FALSE,Dual income,Affordability,FALSE
H01054,University District,429046,2738,4,5,60,1,0.12,FALSE,TRUE,A,7,6,5,2,11/26/22,134,B01054,490815,45-54,3,medium,TRUE,Dual income,Space & Bedrooms,FALSE
H06033,University District,128191,800,2,2,8,2,0.13,FALSE,FALSE,D,7,6,5,2,11/27/22,26,B06033,138731,25-34,1,low,FALSE,Full-time employed,Location & Schools,FALSE
H07389,Hillcrest,1119898,4500,6,5,18,2,0.19,FALSE,FALSE,D,9,9,2,5,11/27/22,17,B07389,1212896,35-44,5,high,TRUE,Full-time employed,Location & Schools,FALSE
H04118,Oakwood,302258,2060,3,3,5,2,0.16,FALSE,FALSE,F,7,7,5,4,11/27/22,12,B04118,322801,35-44,1,medium,FALSE,Self-employed,Space & Bedrooms,FALSE
H03345,Maple Heights,360005,2101,4,4,14,1,0.14,TRUE,FALSE,E,6,6,6,8,11/28/22,26,B03345,399164,65+,1,medium,FALSE,Self-employed,Location & Schools,FALSE
H00450,Riverside,361347,1651,3,4,5,0,0.14,FALSE,FALSE,E,8,8,4,3,11/28/22,6,B00450,417017,25-34,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07801,Downtown,875906,3664,6,5,8,2,0.2,TRUE,FALSE,D,9,7,6,0,11/28/22,37,B07801,952183,55-64,4,high,FALSE,Retired,Space & Bedrooms,FALSE
H06118,Green Valley,467519,2192,4,4,11,2,0.49,FALSE,FALSE,E,8,9,2,12,11/28/22,19,B06118,494004,45-54,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H07124,Old Town,303363,1981,3,3,3,1,0.17,FALSE,FALSE,E,5,5,7,6,11/28/22,27,B07124,345856,55-64,1,medium,FALSE,Self-employed,Location & Schools,FALSE
H04001,Suburban Park,872658,4058,6,5,1,2,0.33,FALSE,FALSE,D,8,9,3,10,11/28/22,1,B04001,994529,45-54,4,high,TRUE,Dual income,Location & Schools,FALSE
H00017,Oakwood,522180,2812,5,5,30,2,0.15,FALSE,FALSE,B,7,7,5,4,12/1/22,5,B00017,563257,45-54,3,medium,TRUE,Full-time employed,Space & Bedrooms,FALSE
H00104,Suburban Park,724100,3558,6,5,1,2,0.58,FALSE,FALSE,F,8,9,3,10,12/1/22,17,B00104,824810,45-54,5,high,FALSE,Full-time employed,Modern & Updated,FALSE
H05126,Suburban Park,384495,1811,3,3,11,2,0.26,FALSE,FALSE,E,8,9,3,10,12/1/22,73,B05126,440412,45-54,2,medium,FALSE,Full-time employed,Affordability,FALSE
H04382,Downtown,746858,3434,6,5,2,2,0.12,FALSE,FALSE,E,9,7,6,0,12/1/22,4,B04382,817324,45-54,3,high,TRUE,Full-time employed,Investment,FALSE
H06960,Green Valley,501629,2271,3,3,12,2,0.19,TRUE,FALSE,E,8,9,2,12,12/1/22,40,B06960,569017,55-64,2,medium,FALSE,Retired,Space & Bedrooms,TRUE
H06356,Green Valley,572332,2937,6,5,28,2,0.23,FALSE,FALSE,D,8,9,2,12,12/1/22,7,B06356,616687,35-44,3,medium,TRUE,Dual income,Location & Schools,FALSE
H01203,Downtown,425662,1959,3,3,34,1,0.21,FALSE,FALSE,C,9,7,6,0,12/1/22,73,B01203,466944,45-54,2,medium,FALSE,Full-time employed,Location & Schools,FALSE
H03434,Maple Heights,196014,1662,3,3,20,1,0.11,FALSE,FALSE,D,6,6,6,8,12/2/22,15,B03434,219922,35-44,2,low,FALSE,Self-employed,Location & Schools,FALSE
H07877,Lakeside,238040,1001,2,2,9,0,0.12,FALSE,FALSE,E,9,8,3,7,12/2/22,23,B07877,268216,25-34,1,low,FALSE,Full-time employed,Affordability,FALSE
H05945,Green Valley,522147,2573,4,4,47,1,0.22,FALSE,FALSE,B,8,9,2,12,12/2/22,9,B05945,603468,35-44,2,medium,FALSE,Dual income,Low Maintenance,FALSE
H06608,Suburban Park,464604,2384,4,4,18,1,0.38,FALSE,TRUE,F,8,9,3,10,12/2/22,61,B06608,507343,45-54,2,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H04856,Hillcrest,552568,2467,4,4,9,1,0.15,FALSE,FALSE,F,9,9,2,5,12/2/22,17,B04856,580551,45-54,3,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H00312,Downtown,935490,4500,6,5,9,2,0.1,FALSE,FALSE,F,9,7,6,0,12/3/22,24,B00312,1086360,55-64,5,high,FALSE,Self-employed,Modern & Updated,FALSE
H03140,Downtown,594462,2383,3,3,25,1,0.16,TRUE,FALSE,C,9,7,6,0,12/3/22,17,B03140,645441,35-44,2,high,FALSE,Full-time employed,Modern & Updated,TRUE
H00382,Lakeside,688031,2587,5,5,12,2,0.24,TRUE,FALSE,E,9,8,3,7,12/4/22,25,B00382,754909,35-44,2,high,FALSE,Full-time employed,Location & Schools,FALSE
H02986,Green Valley,542386,2701,4,4,2,2,0.19,FALSE,FALSE,F,8,9,2,12,12/4/22,15,B02986,635463,45-54,1,high,FALSE,Full-time employed,Space & Bedrooms,FALSE
H06474,Green Valley,536069,2635,4,4,8,1,0.24,TRUE,FALSE,F,8,9,2,12,12/4/22,35,B06474,591402,25-34,2,medium,FALSE,Self-employed,Space & Bedrooms,TRUE
H04325,University District,470957,3084,4,4,15,3,0.15,FALSE,FALSE,E,7,6,5,2,12/4/22,112,B04325,528349,35-44,3,medium,TRUE,Self-employed,Investment,FALSE
H01296,Hillcrest,479544,1566,1,1,6,1,0.15,TRUE,FALSE,E,9,9,2,5,12/4/22,3,B01296,505172,45-54,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H04829,Oakwood,221137,802,1,1,5,2,0.08,TRUE,FALSE,E,7,7,5,4,12/5/22,180,B04829,244117,25-34,1,low,FALSE,Full-time employed,Affordability,FALSE
H01697,Downtown,995573,4325,6,5,58,2,0.18,FALSE,FALSE,A,9,7,6,0,12/5/22,134,B01697,1079433,25-34,2,high,FALSE,Dual income,Location & Schools,FALSE
H01875,Lakeside,1016021,4272,6,5,39,2,0.13,TRUE,FALSE,C,9,8,3,7,12/5/22,44,B01875,1124122,35-44,3,high,TRUE,Full-time employed,Investment,FALSE
H03957,Green Valley,421792,1951,4,4,26,2,0.27,FALSE,FALSE,D,8,9,2,12,12/5/22,11,B03957,445330,25-34,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H05919,Hillcrest,826116,3209,6,5,2,3,0.12,FALSE,FALSE,F,9,9,2,5,12/5/22,66,B05919,930312,45-54,3,high,TRUE,Self-employed,Investment,FALSE
H01180,Suburban Park,499585,2614,4,4,2,1,0.2,FALSE,FALSE,F,8,9,3,10,12/5/22,45,B01180,584383,35-44,2,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H02588,Lakeside,648025,2371,5,4,0,1,0.11,TRUE,FALSE,F,9,8,3,7,12/5/22,32,B02588,691925,45-54,4,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H03208,Lakeside,833011,3485,6,5,9,2,0.22,FALSE,FALSE,F,9,8,3,7,12/6/22,10,B03208,880611,55-64,4,high,TRUE,Full-time employed,Investment,FALSE
H04529,Suburban Park,701007,3648,6,5,13,2,0.47,FALSE,FALSE,E,8,9,3,10,12/6/22,24,B04529,784088,35-44,5,high,TRUE,Self-employed,Space & Bedrooms,FALSE
H03411,Oakwood,180372,1034,2,2,0,1,0.1,FALSE,FALSE,F,7,7,5,4,12/6/22,51,B03411,212353,35-44,1,low,FALSE,Dual income,Modern & Updated,FALSE
H04068,Green Valley,806219,3946,6,5,5,2,0.27,TRUE,FALSE,D,8,9,2,12,12/6/22,2,B04068,947872,55-64,5,high,TRUE,Retired,Location & Schools,TRUE
H07642,Oakwood,299993,1638,3,3,4,1,0.18,FALSE,FALSE,F,7,7,5,4,12/6/22,38,B07642,327960,45-54,3,medium,TRUE,Full-time employed,Affordability,FALSE
H02910,Oakwood,307470,1320,2,2,2,1,0.18,TRUE,FALSE,F,7,7,5,4,12/7/22,112,B02910,347822,35-44,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H05686,University District,526871,2758,4,4,24,1,0.08,TRUE,FALSE,A,7,6,5,2,12/7/22,20,B05686,567838,45-54,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H00415,Suburban Park,708579,3297,5,5,8,3,0.21,TRUE,FALSE,E,8,9,3,10,12/8/22,31,B00415,810195,55-64,3,high,TRUE,Self-employed,Location & Schools,FALSE
H05916,Riverside,487093,2281,4,4,6,2,0.29,FALSE,FALSE,E,8,8,4,3,12/8/22,15,B05916,555537,45-54,4,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H01650,Lakeside,834583,3637,6,5,27,2,0.15,FALSE,FALSE,E,9,8,3,7,12/8/22,52,B01650,961058,45-54,5,high,TRUE,Dual income,Location & Schools,FALSE
H04438,University District,180228,899,2,1,5,1,0.2,TRUE,FALSE,F,7,6,5,2,12/8/22,9,B04438,193857,65+,1,low,FALSE,Full-time employed,Location & Schools,FALSE
H06206,Green Valley,484596,1944,4,3,2,1,0.35,TRUE,FALSE,E,8,9,2,12,12/8/22,22,B06206,543908,35-44,2,medium,FALSE,Self-employed,Location & Schools,TRUE
H03976,Green Valley,636494,2701,4,4,16,2,0.45,TRUE,TRUE,F,8,9,2,12,12/8/22,4,B03976,679918,45-54,3,high,TRUE,Full-time employed,Location & Schools,FALSE
H00426,Suburban Park,505051,2144,4,4,4,2,0.28,FALSE,FALSE,F,8,9,3,10,12/8/22,11,B00426,577573,35-44,2,medium,FALSE,Full-time employed,Investment,FALSE
H04596,Suburban Park,390723,1723,3,3,5,0,0.89,FALSE,FALSE,D,8,9,3,10,12/8/22,2,B04596,418000,55-64,2,medium,FALSE,Full-time employed,Affordability,FALSE
H00639,Hillcrest,532975,2202,4,4,11,2,0.15,FALSE,FALSE,D,9,9,2,5,12/9/22,94,B00639,559797,35-44,2,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H03941,University District,316101,1673,3,3,4,2,0.12,FALSE,FALSE,E,7,6,5,2,12/9/22,27,B03941,354650,25-34,1,medium,FALSE,Self-employed,Modern & Updated,FALSE
H04053,University District,432877,2604,4,4,27,1,0.15,TRUE,FALSE,D,7,6,5,2,12/9/22,6,B04053,482337,35-44,2,medium,FALSE,Full-time employed,Affordability,TRUE
H03199,Riverside,484278,2103,4,4,4,2,0.13,FALSE,FALSE,E,8,8,4,3,12/10/22,9,B03199,545483,45-54,3,medium,TRUE,Dual income,Space & Bedrooms,FALSE
H03073,Oakwood,288270,1411,1,1,3,1,0.11,TRUE,FALSE,F,7,7,5,4,12/10/22,108,B03073,308073,55-64,1,medium,FALSE,Retired,Space & Bedrooms,FALSE
H01433,Maple Heights,275494,1840,4,4,0,2,0.12,FALSE,FALSE,F,6,6,6,8,12/10/22,14,B01433,324499,35-44,3,medium,FALSE,Full-time employed,Affordability,FALSE
H02997,Riverside,604182,2464,3,3,10,2,0.11,TRUE,FALSE,D,8,8,4,3,12/10/22,11,B02997,706485,35-44,4,high,FALSE,Full-time employed,Location & Schools,FALSE
H00272,University District,281131,1680,2,2,9,0,0.21,FALSE,FALSE,D,7,6,5,2,12/10/22,22,B00272,304759,45-54,3,medium,TRUE,Self-employed,Space & Bedrooms,TRUE
H03948,Suburban Park,512395,2352,4,4,10,1,0.35,FALSE,FALSE,E,8,9,3,10,12/10/22,23,B03948,591690,35-44,2,medium,FALSE,Full-time employed,Location & Schools,TRUE
H01731,Oakwood,526453,3173,5,5,57,2,0.26,TRUE,FALSE,B,7,7,5,4,12/11/22,2,B01731,588150,35-44,3,medium,FALSE,Full-time employed,Location & Schools,FALSE
H06407,Oakwood,861943,4500,6,5,8,2,0.15,TRUE,FALSE,F,7,7,5,4,12/11/22,7,B06407,922603,35-44,4,high,TRUE,Dual income,Location & Schools,FALSE
H04809,Hillcrest,440677,1771,3,3,11,0,0.14,FALSE,FALSE,E,9,9,2,5,12/11/22,20,B04809,517965,45-54,2,medium,FALSE,Self-employed,Modern & Updated,FALSE
H00053,Green Valley,206618,800,1,1,1,1,0.52,FALSE,FALSE,E,8,9,2,12,12/11/22,31,B00053,218166,25-34,1,low,FALSE,Full-time employed,Location & Schools,FALSE
H00168,Hillcrest,561829,1963,3,3,15,1,0.13,TRUE,FALSE,D,9,9,2,5,12/11/22,15,B00168,633446,35-44,1,high,FALSE,Full-time employed,Modern & Updated,FALSE
H04881,Hillcrest,831675,3419,6,5,1,3,0.18,FALSE,FALSE,F,9,9,2,5,12/12/22,39,B04881,873793,35-44,3,high,TRUE,Dual income,Location & Schools,FALSE
H04560,Green Valley,229306,1134,3,3,1,1,0.17,FALSE,FALSE,F,8,9,2,12,12/12/22,42,B04560,252356,35-44,1,low,FALSE,Self-employed,Affordability,FALSE
H04059,Old Town,225341,1516,3,3,7,1,0.18,FALSE,FALSE,E,5,5,7,6,12/12/22,10,B04059,259202,25-34,2,low,FALSE,Dual income,Modern & Updated,FALSE
H02322,Lakeside,997793,3854,6,5,0,2,0.16,FALSE,FALSE,F,9,8,3,7,12/12/22,3,B02322,1144648,35-44,3,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H06886,Green Valley,700191,3416,6,5,3,2,0.28,TRUE,FALSE,E,8,9,2,12,12/12/22,27,B06886,812076,55-64,3,high,TRUE,Full-time employed,Modern & Updated,FALSE
H06519,Green Valley,757692,3644,6,5,13,3,0.73,FALSE,TRUE,F,8,9,2,12,12/12/22,8,B06519,802758,55-64,4,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H03915,Green Valley,623813,3159,5,5,3,2,0.41,FALSE,FALSE,F,8,9,2,12,12/12/22,39,B03915,731828,45-54,3,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H04923,Suburban Park,625665,3126,5,5,6,2,0.2,FALSE,FALSE,E,8,9,3,10,12/12/22,1,B04923,666858,45-54,3,high,TRUE,Self-employed,Location & Schools,FALSE
H06926,Downtown,254864,1302,2,2,3,2,0.13,FALSE,FALSE,F,9,7,6,0,12/13/22,8,B06926,288971,25-34,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H04695,Maple Heights,286875,1981,3,3,5,1,0.15,FALSE,FALSE,E,6,6,6,8,12/13/22,6,B04695,310768,55-64,4,medium,TRUE,Dual income,Location & Schools,FALSE
H06108,Riverside,192114,800,1,1,3,1,0.2,TRUE,FALSE,F,8,8,4,3,12/13/22,14,B06108,223800,35-44,1,low,FALSE,Full-time employed,Affordability,FALSE
H05225,Oakwood,343150,2283,5,5,60,1,0.17,TRUE,TRUE,B,7,7,5,4,12/13/22,29,B05225,378794,35-44,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H00396,Green Valley,692298,3368,5,5,23,2,0.26,FALSE,FALSE,D,8,9,2,12,12/13/22,60,B00396,746960,35-44,4,high,TRUE,Dual income,Investment,FALSE
H01446,Riverside,577098,2612,5,5,9,1,0.15,FALSE,FALSE,D,8,8,4,3,12/14/22,27,B01446,650145,45-54,3,high,TRUE,Full-time employed,Modern & Updated,FALSE
H05825,Riverside,535274,2223,6,5,44,1,0.17,FALSE,TRUE,C,8,8,4,3,12/14/22,27,B05825,593953,45-54,4,medium,TRUE,Full-time employed,Space & Bedrooms,FALSE
H06293,Green Valley,787735,3677,6,5,2,2,0.35,TRUE,FALSE,E,8,9,2,12,12/14/22,4,B06293,844405,45-54,5,high,FALSE,Full-time employed,Affordability,FALSE
H03374,Lakeside,972470,4154,6,5,5,3,0.25,FALSE,FALSE,F,9,8,3,7,12/15/22,4,B03374,1136973,45-54,4,high,TRUE,Self-employed,Location & Schools,FALSE
H01661,Suburban Park,362879,1639,2,2,30,1,0.23,FALSE,FALSE,C,8,9,3,10,12/15/22,21,B01661,422217,45-54,2,medium,FALSE,Self-employed,Low Maintenance,FALSE
H03507,Green Valley,289122,800,1,1,2,1,0.22,TRUE,FALSE,E,8,9,2,12,12/15/22,32,B03507,319006,35-44,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H02630,Oakwood,312880,2193,4,4,60,1,0.11,FALSE,FALSE,A,7,7,5,4,12/15/22,60,B02630,349630,55-64,2,medium,FALSE,Dual income,Affordability,TRUE
H03738,University District,591207,3628,6,5,26,2,0.23,FALSE,FALSE,B,7,6,5,2,12/15/22,101,B03738,662551,45-54,4,high,FALSE,Full-time employed,Investment,FALSE
H04467,Riverside,626821,3067,4,4,22,2,0.17,TRUE,FALSE,D,8,8,4,3,12/15/22,76,B04467,706473,45-54,3,high,TRUE,Dual income,Investment,FALSE
H03554,Suburban Park,710007,2883,6,5,24,2,0.32,TRUE,FALSE,E,8,9,3,10,12/15/22,61,B03554,801248,55-64,4,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H06477,Suburban Park,190744,800,1,1,6,0,0.37,TRUE,FALSE,E,8,9,3,10,12/16/22,20,B06477,215816,35-44,1,low,FALSE,Full-time employed,Modern & Updated,FALSE
H07542,Downtown,582349,2658,4,4,3,2,0.1,TRUE,FALSE,F,9,7,6,0,12/16/22,47,B07542,642592,35-44,2,high,FALSE,Dual income,Location & Schools,FALSE
H04645,Lakeside,511759,1982,3,3,17,1,0.18,FALSE,FALSE,D,9,8,3,7,12/16/22,2,B04645,552377,35-44,3,medium,TRUE,Full-time employed,Location & Schools,TRUE
H07113,Oakwood,372335,1952,3,3,0,2,0.18,FALSE,FALSE,F,7,7,5,4,12/16/22,4,B07113,430819,65+,1,medium,FALSE,Retired,Low Maintenance,FALSE
H07084,Maple Heights,368864,1898,3,3,38,2,0.14,TRUE,TRUE,C,6,6,6,8,12/17/22,46,B07084,416610,45-54,2,medium,FALSE,Dual income,Space & Bedrooms,FALSE
H04959,Hillcrest,641774,2075,3,3,26,1,0.14,FALSE,TRUE,F,9,9,2,5,12/17/22,81,B04959,740260,35-44,3,high,TRUE,Dual income,Space & Bedrooms,FALSE
H02226,Maple Heights,388699,1904,3,3,5,1,0.17,TRUE,FALSE,E,6,6,6,8,12/17/22,15,B02226,448975,25-34,1,medium,FALSE,Full-time employed,Affordability,FALSE
H06144,Old Town,267322,2578,4,4,27,2,0.1,FALSE,FALSE,C,5,5,7,6,12/17/22,1,B06144,294587,45-54,1,medium,FALSE,Self-employed,Modern & Updated,FALSE
H00025,Maple Heights,260816,1408,2,2,27,1,0.13,TRUE,FALSE,C,6,6,6,8,12/18/22,2,B00025,294330,45-54,1,medium,FALSE,Self-employed,Location & Schools,FALSE
H05097,Old Town,152268,1445,2,2,56,1,0.15,FALSE,FALSE,A,5,5,7,6,12/18/22,1,B05097,172197,55-64,1,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07645,Riverside,967164,4500,6,5,60,3,0.22,FALSE,TRUE,A,8,8,4,3,12/18/22,8,B07645,1022857,35-44,6,high,TRUE,Full-time employed,Modern & Updated,FALSE
H05464,Oakwood,412335,2628,5,5,1,1,0.15,FALSE,FALSE,F,7,7,5,4,12/18/22,80,B05464,458282,25-34,2,medium,FALSE,Full-time employed,Affordability,FALSE
H00302,Suburban Park,528578,2729,5,5,5,2,0.34,FALSE,FALSE,D,8,9,3,10,12/18/22,16,B00302,584072,35-44,4,medium,TRUE,Full-time employed,Location & Schools,FALSE
H07332,Old Town,150455,1452,3,3,60,0,0.14,TRUE,FALSE,A,5,5,7,6,12/18/22,11,B07332,160233,35-44,1,low,FALSE,Full-time employed,Location & Schools,FALSE
H01639,Green Valley,235793,800,1,1,10,1,0.38,FALSE,FALSE,C,8,9,2,12,12/18/22,3,B01639,270463,45-54,1,low,FALSE,Dual income,Location & Schools,FALSE
H01269,Suburban Park,333217,1362,1,1,0,1,0.18,FALSE,FALSE,F,8,9,3,10,12/18/22,50,B01269,361074,35-44,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H07229,Green Valley,667862,2925,4,4,12,2,0.85,TRUE,FALSE,E,8,9,2,12,12/19/22,5,B07229,707792,45-54,2,high,FALSE,Full-time employed,Modern & Updated,FALSE
H02446,Oakwood,314198,1837,4,3,7,2,0.14,TRUE,FALSE,E,7,7,5,4,12/19/22,20,B02446,337046,35-44,2,medium,FALSE,Dual income,Space & Bedrooms,FALSE
H00436,Lakeside,767892,2978,4,5,0,2,0.12,TRUE,FALSE,F,9,8,3,7,12/19/22,24,B00436,869203,55-64,2,high,FALSE,Full-time employed,Location & Schools,FALSE
H06406,Old Town,120000,800,1,1,3,0,0.07,FALSE,FALSE,E,5,5,7,6,12/19/22,56,B06406,139287,65+,1,low,FALSE,Retired,Affordability,FALSE
H03067,Downtown,783523,3634,5,5,29,3,0.14,FALSE,FALSE,D,9,7,6,0,12/19/22,10,B03067,909317,45-54,4,high,TRUE,Full-time employed,Affordability,TRUE
H04920,Oakwood,357832,1839,3,3,25,1,0.14,FALSE,FALSE,D,7,7,5,4,12/19/22,31,B04920,396341,25-34,2,medium,FALSE,Full-time employed,Low Maintenance,FALSE
H07771,Suburban Park,352161,1485,3,3,6,1,0.49,TRUE,TRUE,F,8,9,3,10,12/19/22,40,B07771,411250,45-54,2,medium,FALSE,Self-employed,Space & Bedrooms,FALSE
H05698,Oakwood,331234,1302,1,1,4,1,0.17,TRUE,FALSE,E,7,7,5,4,12/20/22,54,B05698,354088,55-64,2,medium,FALSE,Self-employed,Space & Bedrooms,FALSE
H00757,Suburban Park,794638,4117,6,5,19,2,0.38,FALSE,FALSE,F,8,9,3,10,12/20/22,91,B00757,850457,55-64,5,high,FALSE,Self-employed,Space & Bedrooms,FALSE
H06268,Riverside,319939,1918,3,3,40,1,0.23,FALSE,FALSE,C,8,8,4,3,12/20/22,72,B06268,348708,35-44,1,medium,FALSE,Full-time employed,Affordability,FALSE
H01924,Oakwood,325306,1672,3,3,12,1,0.11,FALSE,FALSE,F,7,7,5,4,12/21/22,10,B01924,357150,45-54,1,medium,FALSE,Self-employed,Space & Bedrooms,FALSE
H04683,Green Valley,690140,3202,6,5,29,3,0.45,FALSE,TRUE,E,8,9,2,12,12/21/22,28,B04683,763009,35-44,5,high,FALSE,Self-employed,Location & Schools,FALSE
H00435,Riverside,686815,3082,5,5,7,3,0.15,FALSE,FALSE,D,8,8,4,3,12/21/22,42,B00435,734066,35-44,3,high,FALSE,Dual income,Space & Bedrooms,FALSE
